symbol,date,quarter,positive_score,negative_score,neutral_score,polarity,sentiment_confidence,optimism_ratio,caution_ratio,transcript_length,word_complexity,price_volatility,prev_quarter_movement,label
APA,2022-05-05,2022-Q1,0.0751,0.0258,0.8991,0.0494,0.8733,0.6889,0.3111,4005,5.8395,0.4731,8.47,0
YUM,2022-02-09,2021-Q4,0.1119,0.0218,0.8663,0.0901,0.8445,0.9296,0.0704,3779,6.159,0.226,-1.2069,0
APH,2022-01-26,2021-Q4,0.0989,0.0281,0.8731,0.0708,0.845,0.8082,0.1918,4985,6.1474,0.2117,-2.73,1
GM,2021-10-27,2021-Q3,0.0864,0.0209,0.8927,0.0656,0.8718,0.8293,0.1707,3929,5.777,0.2584,-5.4006,0
SYK,2021-10-28,2021-Q3,0.1055,0.0273,0.8672,0.0781,0.8399,0.7797,0.2203,3944,6.1161,0.2333,2.81,0
AMCR,2021-05-04,2021-Q3,0.1032,0.0221,0.8747,0.0811,0.8526,0.8793,0.1207,5080,5.7833,0.1892,5.326,1
CRM,2019-08-22,2020-Q2,0.0739,0.025,0.9011,0.0489,0.8761,0.8824,0.1176,4202,6.2404,0.2618,11.1441,1
USB,2021-01-20,2020-Q4,0.0766,0.0503,0.8731,0.0263,0.8228,0.6909,0.3091,3975,5.9945,0.27,,0
RMD,2022-01-27,2022-Q2,0.073,0.0271,0.9,0.0459,0.8729,0.7358,0.2642,5675,5.9625,0.2935,-2.0076,0
DLR,2021-07-29,2021-Q2,0.0771,0.0216,0.9013,0.0555,0.8797,0.898,0.102,4209,6.1266,0.1432,3.2247,1
MSFT,2023-01-24,2023-Q2,0.0804,0.1407,0.7789,-0.0602,0.6985,0.5,0.5,4274,6.2714,0.3215,-4.6026,1
A,2022-08-16,2022-Q3,0.0964,0.0239,0.8798,0.0725,0.8559,0.9123,0.0877,4300,5.8605,0.3601,2.48,1
HCA,2021-04-22,2021-Q1,0.1364,0.0242,0.8393,0.1122,0.8151,0.7632,0.2368,2921,6.0835,0.2016,5.9066,1
NOW,2019-10-23,2019-Q3,0.0562,0.0238,0.9201,0.0324,0.8963,0.9048,0.0952,3950,5.8246,0.427,,1
FIS,2021-11-04,2021-Q3,0.0846,0.0207,0.8947,0.0639,0.874,0.9595,0.0405,4904,6.0563,0.3753,-3.8097,0
MOS,2021-08-03,2021-Q2,0.0726,0.0328,0.8947,0.0398,0.8619,0.6098,0.3902,3034,6.0221,0.3374,5.6237,1
BX,2021-04-22,2021-Q1,0.0981,0.018,0.8839,0.0801,0.8659,0.9808,0.0192,4298,6.0228,0.1529,6.69,1
INTC,2022-07-28,2022-Q2,0.1041,0.029,0.8669,0.075,0.8379,0.7778,0.2222,4952,6.1858,0.3018,-4.25,0
EMR,2020-11-03,2020-Q4,0.0733,0.0439,0.8828,0.0293,0.8389,0.6667,0.3333,7118,5.7272,0.2343,5.74,0
GEN,2021-07-27,2022-Q1,0.0907,0.0216,0.8877,0.069,0.8661,0.931,0.069,2321,6.193,0.2064,23.7666,0
FTV,2020-04-30,2020-Q1,0.0591,0.1184,0.8225,-0.0593,0.7634,0.5636,0.4364,4582,5.7929,0.5907,6.1781,0
CTSH,2021-07-28,2021-Q2,0.078,0.0246,0.8974,0.0534,0.8728,0.92,0.08,3783,6.3421,0.1731,-3.7925,1
EMN,2021-08-03,2021-Q2,0.0615,0.0215,0.917,0.0401,0.8955,0.9245,0.0755,4448,5.8181,0.2833,6.2705,0
ABT,2021-04-20,2021-Q1,0.1118,0.0204,0.8679,0.0914,0.8475,0.9423,0.0577,3944,5.8352,0.1872,6.8166,0
PPG,2022-10-20,2022-Q3,0.078,0.0318,0.8902,0.0461,0.8584,0.7021,0.2979,4027,5.9051,0.3522,5.9781,0
TMUS,2023-02-01,2022-Q4,0.0793,0.0198,0.9009,0.0595,0.8811,0.9767,0.0233,4751,5.7047,0.1907,9.3023,0
KIM,2021-11-05,2021-Q3,0.0726,0.0232,0.9042,0.0493,0.881,0.8333,0.1667,4968,6.0346,0.2109,-0.1921,0
VRTX,2022-08-04,2022-Q2,0.0909,0.0244,0.8848,0.0665,0.8604,0.8864,0.1136,3985,6.3277,0.2158,-8.3219,1
LLY,2022-11-01,2022-Q3,0.0778,0.0288,0.8934,0.0489,0.8646,0.8571,0.1429,6620,6.2796,0.3341,-6.5186,1
IFF,2021-02-11,2020-Q4,0.0734,0.0259,0.9007,0.0475,0.8748,0.8548,0.1452,4214,6.2038,0.6571,-0.1868,1
BMY,2023-02-02,2022-Q4,0.1027,0.0268,0.8705,0.0759,0.8437,0.9242,0.0758,4002,6.1639,0.175,6.1378,0
KEY,2021-10-21,2021-Q3,0.0787,0.038,0.8834,0.0407,0.8454,0.8,0.2,3664,5.9001,0.2586,1.714,1
EXPE,2022-08-04,2022-Q2,0.0769,0.0237,0.8994,0.0532,0.8757,0.8372,0.1628,4553,5.7595,0.4779,12.42,1
GOOGL,2022-10-25,2022-Q3,0.0795,0.0242,0.8963,0.0553,0.8721,0.7358,0.2642,4153,6.1339,0.2955,8.19,0
STX,2022-04-27,2022-Q3,0.0766,0.0944,0.8291,-0.0178,0.7525,0.7895,0.2105,4177,5.8173,0.3101,10.282,1
SPG,2021-11-01,2021-Q3,0.0554,0.0336,0.911,0.0219,0.8774,0.72,0.28,3335,5.6117,0.2299,6.8606,1
AMGN,2021-04-27,2021-Q1,0.0707,0.0431,0.8862,0.0276,0.8431,0.7833,0.2167,4497,6.348,0.171,-1.7094,0
RL,2019-07-30,2020-Q1,0.1104,0.0384,0.8512,0.0721,0.8128,0.875,0.125,4179,6.2675,0.2448,-4.88,0
STZ,2021-04-08,2021-Q4,0.1209,0.0292,0.8499,0.0916,0.8207,0.8208,0.1792,5635,6.2802,0.2187,5.24,0
COR,2020-04-30,2020-Q1,0.0744,0.0474,0.8782,0.0271,0.8308,0.8636,0.1364,4286,5.9328,0.5315,,0
RSG,2021-10-28,2021-Q3,0.0804,0.0243,0.8954,0.0561,0.8711,0.8667,0.1333,3927,5.9035,0.1759,3.38,1
WYNN,2022-08-09,2022-Q2,0.0619,0.0532,0.8848,0.0087,0.8316,0.6452,0.3548,2375,5.8695,0.4446,8.0548,1
SBUX,2021-01-26,2021-Q1,0.093,0.0335,0.8735,0.0594,0.84,0.7857,0.2143,5560,6.232,0.2353,-5.081,0
LEN,2022-03-17,2022-Q1,0.1046,0.0336,0.8618,0.071,0.8282,0.7458,0.2542,4659,6.0996,0.4947,-3.9152,0
TEL,2021-04-21,2021-Q2,0.1093,0.024,0.8668,0.0853,0.8428,0.8906,0.1094,4745,5.9541,0.2359,-2.4824,1
MLM,2021-11-02,2021-Q3,0.083,0.0423,0.8747,0.0408,0.8324,0.8525,0.1475,5402,5.9715,0.323,2.7987,1
ROP,2020-07-28,2020-Q2,0.0587,0.1503,0.791,-0.0916,0.7323,0.6349,0.3651,4108,6.11,0.2019,1.4272,1
LYB,2020-07-31,2020-Q2,0.0719,0.1101,0.818,-0.0382,0.7461,0.6812,0.3188,3740,6.2441,0.3217,,0
PWR,2021-02-25,2020-Q4,0.0867,0.0319,0.8814,0.0548,0.8495,0.8118,0.1882,5144,6.3521,0.3165,-8.1198,1
FDX,2022-12-20,2023-Q2,0.0762,0.0652,0.8586,0.0109,0.7934,0.8387,0.1613,4288,6.0938,0.275,-11.019,1
VZ,2021-10-20,2021-Q3,0.1248,0.02,0.8553,0.1048,0.8353,0.8806,0.1194,4579,5.9703,0.1165,-0.1075,0
ESS,2021-02-05,2020-Q4,0.0527,0.0709,0.8763,-0.0182,0.8236,0.4333,0.5667,6908,5.8366,0.2581,,1
MRNA,2021-02-25,2020-Q4,0.0585,0.0252,0.9163,0.0333,0.8911,0.7027,0.2973,5931,6.1399,0.8176,-7.66,0
JCI,2022-08-04,2022-Q3,0.1248,0.0253,0.8499,0.0995,0.8246,0.8077,0.1923,4249,6.0228,0.2441,-15.8895,0
CPT,2022-07-29,2022-Q2,0.0851,0.04,0.8748,0.0451,0.8348,0.6842,0.3158,3572,5.7024,0.1392,-6.2235,0
URI,2021-07-29,2021-Q2,0.0654,0.0274,0.9072,0.038,0.8798,0.8085,0.1915,4644,5.8568,0.3254,1.53,1
AOS,2021-04-29,2021-Q1,0.0955,0.1067,0.7978,-0.0113,0.7023,0.7193,0.2807,3668,5.7369,0.2194,1.321,1
HIG,2021-04-29,2021-Q1,0.089,0.0339,0.8771,0.0551,0.8432,0.8525,0.1475,4034,6.1906,0.2529,,0
HII,2021-11-05,2021-Q3,0.0635,0.0565,0.88,0.0069,0.8235,0.5676,0.4324,3582,6.0285,0.2307,1.7304,0
INTU,2021-11-18,2022-Q1,0.0915,0.0212,0.8873,0.0703,0.8661,0.8889,0.1111,4865,6.0193,0.2356,2.4345,1
HLT,2020-02-11,2019-Q4,0.0604,0.0436,0.896,0.0168,0.8524,0.7429,0.2571,4296,5.7535,0.2735,,1
XRAY,2021-11-04,2021-Q3,0.1129,0.0222,0.8649,0.0908,0.8427,0.9545,0.0455,3550,6.2468,0.2168,-12.68,0
XEL,2021-01-28,2020-Q4,0.0808,0.0506,0.8686,0.0302,0.818,0.8333,0.1667,3032,6.0518,0.2562,,0
HPE,2021-11-30,2021-Q4,0.1152,0.0228,0.862,0.0924,0.8392,0.9167,0.0833,4308,6.266,0.3543,-1.8942,1
XOM,2021-04-30,2021-Q1,0.1313,0.0265,0.8422,0.1048,0.8157,0.8197,0.1803,5215,6.181,0.2307,11.2,1
VTR,2019-10-25,2019-Q3,0.0692,0.0282,0.9026,0.041,0.8744,0.623,0.377,5761,6.0918,0.1398,-1.13,0
HST,2021-08-04,2021-Q2,0.1097,0.0421,0.8482,0.0676,0.8061,0.78,0.22,3605,6.1293,0.3306,-5.3127,0
FIS,2022-05-03,2022-Q1,0.0884,0.0198,0.8917,0.0686,0.8719,0.9,0.1,4548,5.9985,0.3596,-14.2242,1
XOM,2022-02-01,2021-Q4,0.0915,0.0226,0.8858,0.0689,0.8632,1.0,0.0,4319,6.0153,0.2648,-2.901,1
CAH,2021-05-06,2021-Q3,0.0886,0.06,0.8514,0.0286,0.7914,0.6667,0.3333,3260,6.2528,0.1857,-2.7136,0
CNC,2021-04-27,2021-Q1,0.0746,0.0335,0.8919,0.0411,0.8584,0.7083,0.2917,3378,6.1681,0.1993,1.65,0
MPWR,2021-05-04,2021-Q1,0.0702,0.0254,0.9044,0.0448,0.879,0.75,0.25,2567,5.9049,0.345,3.0522,0
CSCO,2021-08-18,2021-Q4,0.1339,0.0228,0.8433,0.111,0.8205,0.9298,0.0702,4403,5.9455,0.1175,0.85,1
TT,2021-08-04,2021-Q2,0.129,0.0229,0.8481,0.1062,0.8252,0.8485,0.1515,4099,5.9571,0.2192,6.8155,0
UBER,2022-05-04,2022-Q1,0.0901,0.0206,0.8893,0.0695,0.8687,0.9697,0.0303,3271,5.76,0.5463,-7.8583,0
CI,2022-02-03,2021-Q4,0.0793,0.0213,0.8994,0.058,0.8781,0.9054,0.0946,5651,6.5095,0.271,0.03,1
META,2021-01-27,2020-Q4,0.0768,0.0243,0.8989,0.0525,0.8746,0.7931,0.2069,4539,5.8848,0.3458,9.472,0
COO,2021-03-04,2021-Q1,0.0786,0.0208,0.9006,0.0578,0.8798,0.973,0.027,4372,5.7175,0.1632,,0
SJM,2022-03-01,2022-Q3,0.0882,0.0256,0.8862,0.0626,0.8606,0.8077,0.1923,2154,6.0808,0.221,3.5669,1
LMT,2023-01-24,2022-Q4,0.0726,0.0575,0.8699,0.0152,0.8124,0.8077,0.1923,4272,6.096,0.1791,14.422,1
FE,2021-10-29,2021-Q3,0.0718,0.0205,0.9077,0.0512,0.8872,0.8438,0.1562,3330,6.0123,0.1726,1.3823,1
TFC,2021-04-15,2021-Q1,0.0638,0.0401,0.896,0.0237,0.8559,0.619,0.381,4905,6.0718,0.2839,,0
WAB,2021-04-29,2021-Q1,0.1174,0.0724,0.8102,0.0449,0.7378,0.8286,0.1714,3591,6.3094,0.2426,-7.3116,0
GOOGL,2023-02-02,2022-Q4,0.0808,0.0224,0.8968,0.0584,0.8744,0.7027,0.2973,3735,6.2975,0.3255,-6.0769,1
AXON,2021-11-15,2021-Q3,0.0633,0.0228,0.9139,0.0406,0.8911,0.9722,0.0278,3701,5.8225,0.32,-3.0848,1
DOV,2021-07-20,2021-Q2,0.0656,0.041,0.8933,0.0246,0.8523,0.6207,0.3793,4053,5.8448,0.1894,5.4903,1
LDOS,2021-08-03,2021-Q2,0.0667,0.0358,0.8975,0.0309,0.8617,0.7234,0.2766,4107,6.1373,0.1785,0.3182,0
RL,2019-11-07,2020-Q2,0.1813,0.0352,0.7835,0.1461,0.7483,0.8169,0.1831,3725,6.3842,0.243,-11.1351,1
FTNT,2021-04-29,2021-Q1,0.0959,0.0246,0.8795,0.0713,0.8549,0.973,0.027,4523,5.9113,0.2938,7.797,1
MGM,2022-08-03,2022-Q2,0.1134,0.0264,0.8602,0.0871,0.8338,0.8333,0.1667,3859,5.9456,0.3674,-6.652,1
HSY,2020-04-23,2020-Q1,0.0798,0.0371,0.8831,0.0427,0.846,0.7121,0.2879,5651,5.9676,0.5408,,0
AVY,2021-04-28,2021-Q1,0.1079,0.0252,0.8669,0.0827,0.8417,0.8571,0.1429,4336,5.926,0.1876,14.2624,1
CPB,2019-12-04,2020-Q1,0.086,0.0423,0.8717,0.0437,0.8294,0.7213,0.2787,4397,6.015,0.159,,1
DOC,2021-02-25,2020-Q4,0.0714,0.0253,0.9034,0.0461,0.8781,0.8378,0.1622,4102,6.1709,0.2499,3.24,0
CMG,2021-07-20,2021-Q2,0.0801,0.0226,0.8973,0.0576,0.8747,0.8431,0.1569,4815,5.9105,0.1925,-5.1109,1
DAL,2021-10-13,2021-Q3,0.1069,0.0263,0.8668,0.0806,0.8405,0.8529,0.1471,5749,5.9635,0.3589,-10.0117,0
DHI,2021-07-22,2021-Q3,0.0639,0.0304,0.9057,0.0335,0.8753,0.7111,0.2889,5168,5.9443,0.2594,8.7567,1
PAYX,2019-10-02,2020-Q1,0.0691,0.0308,0.9001,0.0383,0.8693,0.8276,0.1724,6064,5.7784,0.1782,,1
EQIX,2021-02-10,2020-Q4,0.0997,0.0191,0.8812,0.0806,0.8621,0.9355,0.0645,4902,6.1881,0.2106,3.33,0
PRU,2022-08-03,2022-Q2,0.0784,0.0292,0.8924,0.0491,0.8632,0.7222,0.2778,3493,6.4374,0.2483,-3.044,0
TECH,2020-11-05,2021-Q1,0.0879,0.0279,0.8842,0.06,0.8563,0.8235,0.1765,4656,5.6293,0.2633,-4.7011,1
SNA,2021-07-22,2021-Q2,0.115,0.0282,0.8568,0.0868,0.8286,0.8793,0.1207,4913,6.0083,0.2376,1.5635,0
PODD,2020-11-04,2020-Q3,0.1017,0.0284,0.8699,0.0733,0.8415,0.8857,0.1143,5154,5.9953,0.4005,,1
T,2022-01-26,2021-Q4,0.0699,0.0243,0.9057,0.0456,0.8814,0.9107,0.0893,4837,5.8954,0.2121,1.4754,0
FE,2020-11-02,2020-Q3,0.0566,0.0322,0.9113,0.0244,0.8791,0.7429,0.2571,4415,6.1844,0.3182,-1.9676,0
KMI,2021-04-21,2021-Q1,0.0699,0.0627,0.8674,0.0072,0.8047,0.6098,0.3902,4173,5.9401,0.2192,-1.86,1
AFL,2021-07-29,2021-Q2,0.1168,0.0311,0.8521,0.0858,0.821,0.6739,0.3261,3651,6.3325,0.2267,2.848,1
CNX,2021-07-29,2021-Q2,0.0683,0.0265,0.9052,0.0418,0.8787,0.84,0.16,2575,5.6878,0.3227,0.81,0
ALGN,2021-07-28,2021-Q2,0.1282,0.0288,0.8431,0.0994,0.8143,0.8182,0.1818,4772,6.2366,0.2758,-2.8303,1
KMB,2021-10-25,2021-Q3,0.0812,0.0284,0.8904,0.0528,0.862,0.75,0.25,4173,5.7309,0.1477,-2.062,0
HCA,2022-04-22,2022-Q1,0.0507,0.0543,0.895,-0.0036,0.8443,0.6047,0.3953,3545,5.9331,0.2738,-2.5739,0
META,2022-04-27,2022-Q1,0.0617,0.0324,0.906,0.0293,0.8736,0.5938,0.4062,4404,5.8926,0.4616,-28.2034,1
INTC,2021-04-22,2021-Q1,0.0826,0.0229,0.8945,0.0597,0.8716,0.8909,0.1091,4086,5.9848,0.3332,-4.7939,0
HOLX,2020-11-04,2020-Q4,0.0781,0.0486,0.8733,0.0295,0.8247,0.7792,0.2208,4602,6.0587,0.2644,,0
KR,2021-09-10,2021-Q2,0.0829,0.0267,0.8904,0.0562,0.8637,0.8393,0.1607,4393,6.0756,0.2591,3.724,0
KO,2022-04-25,2022-Q1,0.0755,0.0228,0.9018,0.0527,0.879,0.88,0.12,3759,6.294,0.1172,-1.1201,1
LIN,2020-11-05,2020-Q3,0.0998,0.0299,0.8702,0.0699,0.8403,0.8654,0.1346,4210,5.8114,0.2923,-1.2193,1
RTX,2022-07-26,2022-Q2,0.0627,0.0903,0.8469,-0.0276,0.7842,0.629,0.371,4610,5.8564,0.3058,-4.72,0
CVX,2021-04-30,2021-Q1,0.0653,0.0522,0.8825,0.013,0.8303,0.6538,0.3462,4026,5.7986,0.1871,-0.4476,1
FFIV,2021-10-26,2021-Q4,0.0691,0.027,0.904,0.0421,0.877,0.8605,0.1395,4433,6.2152,0.2332,7.4566,1
WDC,2022-04-28,2022-Q3,0.0633,0.0293,0.9074,0.0341,0.8781,0.75,0.25,3753,5.7735,0.3206,-7.8043,1
F,2022-04-27,2022-Q1,0.079,0.0273,0.8938,0.0517,0.8665,0.8298,0.1702,4089,5.8112,0.4023,-12.71,0
SO,2021-04-29,2021-Q1,0.0541,0.0313,0.9146,0.0228,0.8833,0.6857,0.3143,5778,5.8396,0.1248,-0.6408,1
TGT,2021-05-19,2021-Q1,0.0952,0.0208,0.884,0.0744,0.8632,0.9028,0.0972,5011,5.8729,0.1982,-7.2438,1
WAT,2020-10-27,2020-Q3,0.0651,0.0593,0.8756,0.0058,0.8163,0.625,0.375,4256,6.1891,0.2954,-6.2871,1
SLB,2021-10-22,2021-Q3,0.1793,0.0216,0.7991,0.1577,0.7775,0.9625,0.0375,4021,6.5566,0.3665,7.6358,0
MPWR,2021-07-27,2021-Q2,0.0597,0.0298,0.9106,0.0299,0.8808,0.8182,0.1818,2724,5.9339,0.2537,-2.1383,1
CPT,2021-04-30,2021-Q1,0.0583,0.0371,0.9046,0.0213,0.8675,0.5897,0.4103,5437,5.7699,0.1574,-0.81,0
WMT,2022-05-17,2023-Q1,0.0784,0.0376,0.884,0.0407,0.8464,0.7,0.3,4649,5.8367,0.199,1.8664,0
ADBE,2021-12-16,2021-Q4,0.0816,0.0186,0.8998,0.0629,0.8812,0.9688,0.0312,6469,6.3869,0.4971,-2.8973,0
AJG,2021-07-29,2021-Q2,0.0675,0.0253,0.9072,0.0423,0.8819,0.9118,0.0882,3298,5.866,0.1824,7.1192,0
BRO,2021-10-26,2021-Q3,0.0743,0.0306,0.8951,0.0437,0.8645,0.8485,0.1515,4073,5.9359,0.2201,0.0,0
ZTS,2021-05-06,2021-Q1,0.1169,0.0199,0.8632,0.0969,0.8433,0.931,0.069,4998,6.3081,0.1475,-3.8,0
CDNS,2021-10-25,2021-Q3,0.076,0.0252,0.8988,0.0508,0.8736,0.871,0.129,3670,6.076,0.2756,1.3592,1
DHI,2022-11-09,2022-Q4,0.0954,0.0295,0.8751,0.066,0.8456,0.5472,0.4528,4032,6.1158,0.428,3.67,1
CCI,2021-07-22,2021-Q2,0.0661,0.0207,0.9131,0.0454,0.8924,0.8667,0.1333,4783,5.8936,0.1312,2.2244,0
EA,2022-05-10,2022-Q4,0.0712,0.0225,0.9063,0.0487,0.8838,0.8667,0.1333,4091,5.8186,0.32,3.8067,1
ABT,2021-01-27,2020-Q4,0.0778,0.0245,0.8977,0.0533,0.8732,0.9074,0.0926,4568,5.8415,0.1748,5.0829,1
DVN,2022-08-02,2022-Q2,0.0771,0.0228,0.9001,0.0542,0.8773,0.95,0.05,4343,5.8851,0.5445,19.43,0
KLAC,2021-02-03,2021-Q2,0.1002,0.0232,0.8766,0.077,0.8534,0.9048,0.0952,3999,5.9587,0.4443,12.8289,0
HON,2021-07-23,2021-Q2,0.0994,0.0252,0.8755,0.0742,0.8503,0.8289,0.1711,4657,6.2064,0.2631,-1.96,0
SRE,2022-02-25,2021-Q4,0.0778,0.0196,0.9026,0.0582,0.883,0.9508,0.0492,5221,6.0492,0.1659,-2.67,1
CSCO,2022-02-16,2022-Q2,0.1063,0.0234,0.8704,0.0829,0.847,0.8226,0.1774,4267,5.9798,0.2072,-4.6621,1
MAR,2020-05-11,2020-Q1,0.0485,0.0297,0.9218,0.0188,0.8921,0.6429,0.3571,5580,5.8873,0.7654,,0
REG,2020-11-06,2020-Q3,0.0612,0.041,0.8977,0.0202,0.8567,0.7368,0.2632,3858,6.0972,0.3437,2.6115,1
NFLX,2023-01-19,2022-Q4,0.0617,0.023,0.9154,0.0387,0.8924,0.9524,0.0476,3911,5.5323,0.3681,18.1436,1
VICI,2022-05-05,2022-Q1,0.0646,0.0254,0.91,0.0392,0.8846,0.84,0.16,3666,5.7995,0.285,2.197,0
AVY,2020-10-21,2020-Q3,0.0725,0.0668,0.8607,0.0057,0.7939,0.7973,0.2027,4408,5.9873,0.3063,-5.8716,1
ROL,2021-10-27,2021-Q3,0.1005,0.0267,0.8728,0.0738,0.8461,0.8077,0.1923,2421,6.0504,0.2039,3.1309,0
PWR,2021-11-04,2021-Q3,0.0823,0.0688,0.8489,0.0134,0.7801,0.6885,0.3115,5339,6.3128,0.268,5.7688,0
AME,2020-10-29,2020-Q3,0.0939,0.03,0.8762,0.0639,0.8462,0.8958,0.1042,3388,6.3135,0.2259,2.991,1
NOW,2021-04-28,2021-Q1,0.0781,0.0215,0.9004,0.0566,0.8789,0.9211,0.0789,4383,6.1869,0.2578,3.84,0
FOXA,2021-08-06,2021-Q4,0.0946,0.0222,0.8833,0.0724,0.8611,0.8571,0.1429,3618,6.2065,0.234,6.0639,1
KMB,2021-07-23,2021-Q2,0.0814,0.0293,0.8893,0.0521,0.86,0.7727,0.2273,4632,5.8001,0.1247,-8.9543,0
PTC,2021-11-03,2021-Q4,0.0722,0.0254,0.9024,0.0469,0.877,0.8676,0.1324,6405,5.9102,0.2355,-13.3822,0
CTAS,2021-07-15,2021-Q4,0.0676,0.0282,0.9042,0.0393,0.876,0.7708,0.2292,4776,5.9359,0.2025,-4.343,1
CCI,2021-10-21,2021-Q3,0.0614,0.0219,0.9167,0.0395,0.8948,0.8654,0.1346,5048,5.7861,0.1919,-3.6975,1
PSX,2022-01-28,2021-Q4,0.1045,0.0339,0.8615,0.0706,0.8276,0.6735,0.3265,4397,5.768,0.3252,-3.99,0
FFIV,2021-01-26,2021-Q1,0.1024,0.0249,0.8727,0.0775,0.8478,0.8462,0.1538,3871,6.2131,0.228,,0
NXPI,2021-04-27,2021-Q1,0.0833,0.0302,0.8865,0.0532,0.8563,0.7778,0.2222,3602,6.0083,0.3567,6.0981,0
PTC,2022-11-02,2022-Q4,0.1013,0.0292,0.8695,0.0721,0.8403,0.6806,0.3194,3879,5.9562,0.3355,9.9,1
MMC,2022-07-21,2022-Q2,0.1318,0.033,0.8353,0.0988,0.8023,0.7869,0.2131,3478,6.0437,0.263,-1.2144,1
PAYC,2021-08-03,2021-Q2,0.0616,0.0324,0.9059,0.0292,0.8735,0.9091,0.0909,3280,5.6534,0.26,-13.54,1
ALGN,2021-10-27,2021-Q3,0.1245,0.0268,0.8487,0.0978,0.8219,0.8955,0.1045,5110,6.2818,0.2923,10.1356,1
BIIB,2021-07-22,2021-Q2,0.0865,0.038,0.8755,0.0485,0.8375,0.7872,0.2128,4816,6.5368,0.3957,-0.617,0
DRI,2021-09-23,2022-Q1,0.0698,0.0286,0.9016,0.0412,0.873,0.7391,0.2609,5952,5.7413,0.231,7.7644,1
CFG,2021-10-20,2021-Q3,0.0829,0.0237,0.8934,0.0592,0.8697,0.8286,0.1714,4273,5.7606,0.3007,5.9,1
HST,2022-05-05,2022-Q1,0.0766,0.0601,0.8633,0.0164,0.8032,0.7966,0.2034,3685,6.0252,0.4401,3.681,1
HUM,2021-04-28,2021-Q1,0.073,0.0244,0.9026,0.0486,0.8782,0.825,0.175,4462,6.1889,0.1909,-0.4106,1
UNP,2021-01-21,2020-Q4,0.0994,0.0646,0.836,0.0348,0.7714,0.8021,0.1979,6578,6.036,0.1926,10.0607,0
CMI,2021-11-02,2021-Q3,0.0821,0.0821,0.8358,-0.0,0.7537,0.5479,0.4521,4325,5.9688,0.2466,0.0087,0
XOM,2022-04-29,2022-Q1,0.0697,0.0233,0.907,0.0464,0.8837,0.7955,0.2045,3952,5.9798,0.2872,7.1748,1
TTWO,2022-05-16,2022-Q4,0.062,0.0377,0.9003,0.0243,0.8626,0.8837,0.1163,4529,6.1325,0.4933,-2.01,1
ORCL,2021-06-15,2021-Q4,0.0634,0.0352,0.9014,0.0282,0.8662,0.8125,0.1875,2126,6.1087,0.1657,-6.1391,0
LDOS,2021-05-04,2021-Q1,0.0784,0.0283,0.8933,0.0501,0.865,0.814,0.186,3344,6.1319,0.173,-14.7881,0
CSGP,2021-04-27,2021-Q1,0.1021,0.0289,0.869,0.0733,0.8401,0.875,0.125,5224,6.1499,0.2857,-6.0353,0
ZBRA,2022-02-10,2021-Q4,0.1456,0.0243,0.8301,0.1213,0.8058,0.8182,0.1818,3882,6.1571,0.312,11.96,0
DG,2020-05-28,2020-Q1,0.1013,0.0235,0.8752,0.0778,0.8517,0.8955,0.1045,4455,6.1805,0.2002,-2.9822,1
DVN,2021-08-04,2021-Q2,0.0875,0.0206,0.8919,0.0669,0.8713,0.8889,0.1111,4854,5.9081,0.4414,10.12,1
LULU,2022-12-08,2022-Q3,0.1008,0.022,0.8771,0.0788,0.8551,0.8857,0.1143,3939,6.1602,0.4352,6.6,0
LRCX,2023-01-25,2022-Q4,0.0761,0.1403,0.7836,-0.0642,0.7075,0.5294,0.4706,4488,5.928,0.5084,18.56,0
PCG,2021-11-01,2021-Q3,0.0541,0.0273,0.9185,0.0268,0.8912,0.7742,0.2258,4366,6.0527,0.3519,2.7429,0
CPRT,2021-02-19,2021-Q2,0.0784,0.0318,0.8897,0.0466,0.8579,0.7222,0.2778,3395,6.0795,0.2979,-2.4558,0
ETN,2021-08-03,2021-Q2,0.0893,0.0213,0.8894,0.0679,0.8681,0.8814,0.1186,4351,6.0342,0.197,2.189,1
ISRG,2021-04-20,2021-Q1,0.0673,0.0416,0.8911,0.0257,0.8495,0.6034,0.3966,4142,6.4225,0.2515,-1.1254,1
HOLX,2022-07-27,2022-Q3,0.0677,0.1068,0.8254,-0.0391,0.7577,0.7833,0.2167,4079,6.0929,0.2695,0.2475,0
ADP,2019-10-30,2020-Q1,0.072,0.0502,0.8778,0.0218,0.8276,0.6508,0.3492,4835,5.9832,0.1753,,0
BBY,2022-11-22,2023-Q3,0.0744,0.0971,0.8285,-0.0227,0.7541,0.6901,0.3099,4703,6.1999,0.5012,-3.4735,1
POOL,2020-04-23,2020-Q1,0.0517,0.0377,0.9106,0.014,0.8729,0.5,0.5,5015,5.8622,0.8171,,1
HWM,2020-08-06,2020-Q2,0.0486,0.1106,0.8408,-0.0619,0.7922,0.4,0.6,3359,5.9673,0.448,,1
FIS,2022-02-15,2021-Q4,0.1045,0.0195,0.876,0.085,0.8565,0.9275,0.0725,4645,6.1382,0.3718,1.2895,0
VRSN,2021-07-22,2021-Q2,0.0447,0.0355,0.9198,0.0093,0.8843,0.9,0.1,1429,6.1029,0.1173,6.171,0
VRSN,2022-04-28,2022-Q1,0.0562,0.0269,0.9169,0.0293,0.89,0.6364,0.3636,1268,6.0584,0.2603,0.89,0
