symbol,date,quarter,positive_score,negative_score,neutral_score,polarity,sentiment_confidence,optimism_ratio,caution_ratio,transcript_length,word_complexity,price_volatility,prev_quarter_movement,label
MSCI,2022-04-26,2022-Q1,0.0863,0.0233,0.8904,0.0631,0.8671,0.8889,0.1111,4314,6.0665,0.3611,7.5591,0
MGM,2022-02-09,2021-Q4,0.0832,0.0253,0.8914,0.0579,0.8661,0.8431,0.1569,4136,6.0215,0.3498,0.14,0
EBAY,2021-08-11,2021-Q2,0.0901,0.0226,0.8873,0.0675,0.8647,0.8043,0.1957,4164,6.0716,0.3119,-5.57,1
MA,2022-01-27,2021-Q4,0.1245,0.0255,0.8501,0.099,0.8246,0.9167,0.0833,4328,6.1093,0.2209,-8.97,1
HLT,2020-05-07,2020-Q1,0.0468,0.035,0.9183,0.0118,0.8833,0.4643,0.5357,5008,5.6086,0.7386,1.6701,0
ABBV,2022-07-29,2022-Q2,0.1056,0.0238,0.8706,0.0818,0.8468,0.9242,0.0758,5742,6.1512,0.1511,-2.9389,0
CPRT,2019-09-05,2019-Q4,0.0546,0.0244,0.9209,0.0302,0.8965,0.8182,0.1818,3832,5.6362,0.2347,9.7001,1
LVS,2022-01-26,2021-Q4,0.0619,0.0212,0.9169,0.0407,0.8957,1.0,0.0,2590,5.8077,0.6358,-5.12,0
WHR,2021-07-22,2021-Q2,0.0961,0.0295,0.8744,0.0666,0.8449,0.807,0.193,3766,6.0404,0.2417,1.7384,1
NXPI,2022-02-01,2021-Q4,0.0847,0.0273,0.8879,0.0574,0.8606,0.8182,0.1818,3260,6.0202,0.3765,9.3209,0
AZO,2021-03-02,2021-Q2,0.0739,0.0315,0.8946,0.0424,0.8631,0.7808,0.2192,5143,6.0591,0.3516,5.6732,1
KIM,2020-01-30,2019-Q4,0.0671,0.0295,0.9034,0.0377,0.8739,0.75,0.25,4213,5.9008,0.2517,,0
AAPL,2022-10-27,2022-Q4,0.0867,0.0289,0.8844,0.0579,0.8555,0.7818,0.2182,3938,5.9992,0.3602,4.6159,0
WFC,2021-10-14,2021-Q3,0.1193,0.0509,0.8298,0.0685,0.7789,0.6,0.4,4845,5.909,0.2481,-2.5136,1
EQT,2021-05-06,2021-Q1,0.0673,0.0215,0.9112,0.0457,0.8897,0.9091,0.0909,4170,6.0933,0.384,-0.9519,1
LH,2022-07-28,2022-Q2,0.0777,0.0976,0.8247,-0.0199,0.747,0.6667,0.3333,3993,6.3128,0.22,-7.1147,0
ANET,2022-08-01,2022-Q2,0.0789,0.0365,0.8846,0.0424,0.8481,0.6905,0.3095,4060,5.9793,0.4105,-3.9716,1
CTSH,2021-02-03,2020-Q4,0.0807,0.0539,0.8654,0.0267,0.8115,0.8197,0.1803,3933,6.4849,0.2823,,0
BRO,2020-10-27,2020-Q3,0.0788,0.0445,0.8766,0.0343,0.8321,0.5926,0.4074,4643,5.936,0.1923,,0
BMY,2021-10-27,2021-Q3,0.0899,0.0203,0.8897,0.0696,0.8694,0.9839,0.0161,4073,6.1181,0.176,0.4875,1
TTWO,2021-11-03,2022-Q2,0.0935,0.0657,0.8408,0.0278,0.7751,0.8409,0.1591,3023,6.2772,0.2571,-8.7187,0
COP,2021-11-02,2021-Q3,0.0623,0.0376,0.9002,0.0247,0.8626,0.8788,0.1212,3649,5.7939,0.255,2.0224,0
FCX,2021-04-22,2021-Q1,0.079,0.022,0.8989,0.057,0.8769,0.8462,0.1538,6055,5.9888,0.5579,-7.14,1
LOW,2022-08-17,2022-Q2,0.0973,0.0405,0.8622,0.0568,0.8217,0.7458,0.2542,4412,5.9257,0.2848,-4.3547,1
CI,2022-08-04,2022-Q2,0.1095,0.0213,0.8692,0.0883,0.8479,0.9459,0.0541,4762,6.5334,0.2772,5.22,1
EFX,2021-02-11,2020-Q4,0.1229,0.0353,0.8418,0.0876,0.8065,0.9008,0.0992,6513,6.3769,0.2108,-6.7915,0
RMD,2020-04-30,2020-Q3,0.1041,0.0338,0.8621,0.0703,0.8283,0.7872,0.2128,5263,6.1932,0.5406,,0
PCAR,2021-07-27,2021-Q2,0.0595,0.0238,0.9167,0.0357,0.8929,0.8333,0.1667,4337,5.7399,0.1593,-3.7069,0
ORLY,2021-10-28,2021-Q3,0.1027,0.0403,0.8571,0.0624,0.8168,0.7403,0.2597,4063,6.0623,0.202,-1.1395,0
YUM,2022-05-04,2022-Q1,0.0855,0.0311,0.8833,0.0544,0.8522,0.7636,0.2364,4090,6.2631,0.2331,-2.9421,0
ROST,2020-05-21,2020-Q1,0.0408,0.0558,0.9035,-0.015,0.8627,0.25,0.75,3405,5.8214,0.5668,2.7988,1
LLY,2021-01-29,2020-Q4,0.0674,0.0321,0.9004,0.0353,0.8683,0.8667,0.1333,5974,6.1965,0.502,-0.31,0
IEX,2021-02-04,2020-Q4,0.0674,0.0274,0.9053,0.04,0.8779,0.8,0.2,3459,5.9587,0.2985,-2.0864,1
SNA,2022-02-03,2021-Q4,0.1015,0.0375,0.861,0.064,0.8235,0.7931,0.2069,4422,6.0432,0.2219,-7.628,1
ALLE,2021-10-21,2021-Q3,0.087,0.0421,0.8709,0.0448,0.8288,0.5942,0.4058,4427,6.2934,0.2059,0.58,0
KMI,2023-01-18,2022-Q4,0.1257,0.025,0.8493,0.1007,0.8243,0.8478,0.1522,3282,5.801,0.1769,-1.2571,0
MSCI,2021-10-26,2021-Q3,0.1094,0.0175,0.8731,0.0919,0.8556,0.9077,0.0923,4165,6.1056,0.349,3.4833,1
META,2022-02-02,2021-Q4,0.0591,0.0248,0.916,0.0343,0.8912,0.7222,0.2778,4609,5.7911,0.3568,-0.3204,0
COST,2020-03-05,2020-Q2,0.0471,0.0434,0.9095,0.0036,0.8661,0.3704,0.6296,4913,5.587,0.4446,0.1322,1
NCLH,2022-02-24,2021-Q4,0.0723,0.0319,0.8958,0.0404,0.8639,0.7091,0.2909,4295,6.0675,0.6762,4.3221,0
LOW,2022-11-16,2022-Q3,0.0953,0.0286,0.8761,0.0667,0.8475,0.7647,0.2353,4413,6.114,0.4943,0.9373,1
V,2020-04-30,2020-Q2,0.0612,0.0982,0.8406,-0.0369,0.7794,0.5714,0.4286,4411,6.1542,0.6285,,1
ALLE,2021-02-16,2020-Q4,0.0918,0.0306,0.8776,0.0612,0.847,0.7143,0.2857,3912,6.4719,0.245,-8.3884,0
ISRG,2021-07-20,2021-Q2,0.0729,0.0411,0.886,0.0317,0.8449,0.5918,0.4082,4298,6.4211,0.1066,7.9316,1
TEL,2020-10-28,2020-Q4,0.0667,0.0625,0.8708,0.0042,0.8083,0.7188,0.2812,4768,6.086,0.2002,,0
FMC,2021-02-10,2020-Q4,0.0865,0.0743,0.8393,0.0122,0.765,0.7582,0.2418,4646,6.0461,0.2527,1.5989,0
CCL,2020-07-10,2020-Q2,0.0585,0.0312,0.9103,0.0273,0.8791,0.7429,0.2571,4575,5.9228,1.2097,-10.9224,1
AON,2021-10-29,2021-Q3,0.0917,0.0224,0.886,0.0693,0.8636,0.8393,0.1607,3763,6.0314,0.2143,0.1281,0
COF,2022-07-21,2022-Q2,0.0989,0.0255,0.8756,0.0734,0.8501,0.6786,0.3214,4183,5.9649,0.3837,-8.6766,0
CF,2019-08-01,2019-Q2,0.064,0.0326,0.9034,0.0314,0.8708,0.6607,0.3393,4564,5.684,0.2823,,1
EQR,2021-10-27,2021-Q3,0.0569,0.0297,0.9134,0.0271,0.8837,0.7045,0.2955,5258,5.7071,0.1485,-0.6746,0
EPAM,2021-08-05,2021-Q2,0.0927,0.0215,0.8858,0.0713,0.8643,0.8889,0.1111,3474,6.2044,0.1896,-1.19,1
DLTR,2021-08-26,2021-Q2,0.0692,0.0483,0.8825,0.021,0.8342,0.5926,0.4074,4206,6.0281,0.1925,-7.7612,0
F,2021-07-28,2021-Q2,0.0891,0.0282,0.8827,0.0609,0.8545,0.7593,0.2407,4333,5.9211,0.3043,10.16,0
BG,2020-10-28,2020-Q3,0.1066,0.0245,0.8689,0.0821,0.8444,0.8723,0.1277,3269,5.9186,0.2527,-2.1555,1
APH,2022-07-27,2022-Q2,0.1121,0.0236,0.8643,0.0885,0.8407,0.85,0.15,4366,6.0655,0.2346,1.2445,1
IT,2020-11-03,2020-Q3,0.1304,0.0338,0.8358,0.0965,0.802,0.8,0.2,4689,6.0292,0.304,4.6793,1
ALGN,2023-02-01,2022-Q4,0.0729,0.0494,0.8777,0.0236,0.8283,0.7234,0.2766,3886,6.1837,0.3847,-8.08,1
PPG,2022-01-21,2021-Q4,0.0753,0.0369,0.8878,0.0385,0.8509,0.65,0.35,4059,5.9692,0.2061,2.8399,0
TGT,2022-05-18,2022-Q1,0.0881,0.035,0.8768,0.0531,0.8418,0.7647,0.2353,5264,5.9424,0.3104,12.179,0
TFC,2021-07-15,2021-Q2,0.0965,0.0285,0.8749,0.068,0.8464,0.8154,0.1846,4869,6.1563,0.3494,-7.3767,0
AMAT,2021-08-19,2021-Q3,0.092,0.0181,0.8899,0.0739,0.8718,0.9516,0.0484,4007,6.1258,0.3313,11.273,0
MDT,2022-11-22,2023-Q2,0.0771,0.0334,0.8896,0.0437,0.8562,0.8235,0.1765,4223,5.852,0.3148,-3.9317,0
IR,2021-02-23,2020-Q4,0.1055,0.0361,0.8584,0.0694,0.8223,0.8904,0.1096,5411,6.0893,0.3388,11.8677,1
PFE,2021-07-28,2021-Q2,0.0777,0.024,0.8983,0.0538,0.8743,0.8793,0.1207,5484,6.2733,0.1094,0.3515,1
ABBV,2022-02-02,2021-Q4,0.1043,0.0216,0.874,0.0827,0.8524,0.9286,0.0714,5704,6.3124,0.1503,7.3797,1
XOM,2021-10-29,2021-Q3,0.0657,0.0226,0.9117,0.0431,0.8891,0.9762,0.0238,4744,5.8889,0.2596,-1.7119,0
GOOGL,2021-10-26,2021-Q3,0.0813,0.0228,0.8958,0.0585,0.873,0.913,0.087,3795,6.1178,0.2512,0.52,1
WYNN,2021-05-10,2021-Q1,0.084,0.0228,0.8932,0.0613,0.8704,0.9524,0.0476,2123,5.6255,0.3494,11.419,1
AXON,2022-02-24,2021-Q4,0.0727,0.0216,0.9057,0.0511,0.8841,0.8929,0.1071,2980,5.695,0.4509,6.766,1
DXCM,2019-11-06,2019-Q3,0.1009,0.0242,0.8749,0.0767,0.8507,0.8571,0.1429,3615,6.0194,0.4102,,1
UNP,2020-04-23,2020-Q1,0.0825,0.0646,0.8529,0.0179,0.7883,0.5802,0.4198,7046,5.8297,0.657,,1
UPS,2022-02-01,2021-Q4,0.1467,0.031,0.8223,0.1158,0.7913,0.8611,0.1389,4065,5.9415,0.1882,4.6935,1
ROL,2022-04-27,2022-Q1,0.0962,0.0257,0.878,0.0705,0.8523,0.7586,0.2414,2676,6.1248,0.1875,-3.2915,1
COP,2022-08-04,2022-Q2,0.0713,0.0219,0.9068,0.0494,0.8849,0.8333,0.1667,4005,5.7388,0.4341,2.1685,1
TFX,2021-10-28,2021-Q3,0.1019,0.0348,0.8632,0.0671,0.8284,0.7714,0.2286,3997,6.4158,0.2411,-3.201,0
CAH,2021-08-05,2021-Q4,0.0911,0.0353,0.8737,0.0558,0.8384,0.7857,0.2143,3764,6.2803,0.158,-8.7409,0
SLB,2021-01-22,2020-Q4,0.1302,0.0227,0.8471,0.1074,0.8244,0.8852,0.1148,3941,6.4593,0.4177,,0
AZO,2019-12-10,2020-Q1,0.1025,0.0253,0.8723,0.0772,0.847,0.8033,0.1967,4480,6.1672,0.1346,-5.3702,1
FICO,2021-08-03,2021-Q3,0.0551,0.0333,0.9116,0.0218,0.8783,0.7308,0.2692,2514,6.2049,0.2105,-4.43,0
PNC,2021-07-14,2021-Q2,0.0902,0.038,0.8718,0.0522,0.8338,0.7561,0.2439,3077,5.8356,0.2931,-0.77,0
CTVA,2020-11-05,2020-Q3,0.0795,0.0211,0.8994,0.0585,0.8783,0.9062,0.0938,4280,6.161,0.2921,-6.1,1
HSY,2021-10-28,2021-Q3,0.0677,0.0262,0.9061,0.0415,0.8799,0.7826,0.2174,2730,5.6883,0.1761,1.0393,0
WFC,2023-01-13,2022-Q4,0.1172,0.061,0.8218,0.0561,0.7608,0.5455,0.4545,5859,6.0427,0.1702,8.4265,1
HST,2021-02-19,2020-Q4,0.0802,0.0333,0.8865,0.0469,0.8532,0.717,0.283,3578,6.1895,0.4263,,1
LW,2021-01-07,2021-Q2,0.073,0.0487,0.8782,0.0243,0.8295,0.5283,0.4717,3717,5.9088,0.2378,4.39,0
DG,2020-03-12,2019-Q4,0.1046,0.0272,0.8682,0.0775,0.841,0.9318,0.0682,4907,6.1325,0.379,-0.2004,1
VZ,2021-04-21,2021-Q1,0.1024,0.0229,0.8747,0.0795,0.8518,0.9254,0.0746,4694,6.0262,0.1022,-6.28,0
CRM,2022-08-24,2023-Q2,0.0546,0.0274,0.918,0.0272,0.8906,0.7297,0.2703,4474,6.0136,0.3818,15.3956,0
IFF,2021-05-11,2021-Q1,0.1074,0.0559,0.8367,0.0515,0.7808,0.863,0.137,4266,6.1632,0.151,7.5756,0
PLD,2022-07-18,2022-Q2,0.058,0.0302,0.9118,0.0278,0.8816,0.7941,0.2059,3408,5.7227,0.3172,3.5153,1
BSX,2022-07-27,2022-Q2,0.1128,0.0294,0.8578,0.0833,0.8284,0.8378,0.1622,4166,6.1728,0.2052,-6.6383,1
BR,2021-11-03,2022-Q1,0.089,0.0223,0.8887,0.0666,0.8664,0.9365,0.0635,3894,6.1335,0.1956,2.2379,0
MTB,2021-04-19,2021-Q1,0.0685,0.0697,0.8618,-0.0013,0.7933,0.4545,0.5455,4020,5.6652,0.2514,-6.1286,0
OXY,2021-11-05,2021-Q3,0.1267,0.0339,0.8395,0.0928,0.8056,0.8596,0.1404,3743,5.9506,0.4028,-0.6979,0
EOG,2021-08-05,2021-Q2,0.0989,0.0217,0.8793,0.0772,0.8576,1.0,0.0,3865,5.9816,0.3764,8.4655,0
FTNT,2021-02-04,2020-Q4,0.0878,0.0219,0.8903,0.0659,0.8684,0.9048,0.0952,4104,6.078,0.3661,32.89,1
HST,2021-05-05,2021-Q1,0.0695,0.0288,0.9017,0.0407,0.8729,0.84,0.16,3782,6.1007,0.2179,9.6733,0
COP,2021-05-04,2021-Q1,0.0722,0.0243,0.9035,0.0479,0.8792,0.8936,0.1064,4403,5.8383,0.3467,9.11,1
HOLX,2021-11-01,2021-Q4,0.0885,0.0779,0.8336,0.0106,0.7557,0.7576,0.2424,4355,6.1715,0.2036,6.01,0
COF,2021-10-26,2021-Q3,0.1151,0.0296,0.8553,0.0855,0.8257,0.8333,0.1667,4415,6.0061,0.3217,5.8134,0
XYL,2021-08-03,2021-Q2,0.1039,0.0227,0.8734,0.0812,0.8507,0.9565,0.0435,4785,5.9707,0.1838,6.9355,1
SPGI,2020-04-28,2020-Q1,0.0633,0.043,0.8937,0.0203,0.8507,0.5733,0.4267,5625,6.2684,0.5962,-0.5243,0
CHTR,2021-07-30,2021-Q2,0.0756,0.0269,0.8975,0.0488,0.8706,0.8431,0.1569,3838,6.0164,0.1494,3.0955,1
FFIV,2021-07-26,2021-Q3,0.0624,0.0239,0.9136,0.0385,0.8897,0.8571,0.1429,4035,6.176,0.2155,-11.379,1
EL,2021-02-05,2021-Q2,0.0804,0.0223,0.8972,0.0581,0.8749,0.9355,0.0645,3895,6.3366,0.3163,0.6823,1
FDX,2020-03-17,2020-Q3,0.0728,0.0283,0.8989,0.0446,0.8706,0.7407,0.2593,4431,6.0693,0.7912,-9.7379,1
WM,2021-02-18,2020-Q4,0.0743,0.0276,0.8981,0.0466,0.8705,0.8667,0.1333,5543,5.9102,0.1328,,0
WYNN,2021-11-09,2021-Q3,0.0597,0.0238,0.9165,0.0359,0.8927,0.9444,0.0556,2563,5.723,0.3514,-2.27,0
MCHP,2021-02-04,2021-Q3,0.0551,0.0462,0.8987,0.009,0.8525,0.5217,0.4783,4445,6.0281,0.464,-3.5778,1
LUV,2022-07-28,2022-Q2,0.0757,0.034,0.8903,0.0417,0.8563,0.7321,0.2679,5947,5.7338,0.3291,1.77,0
CMCSA,2019-10-24,2019-Q3,0.0896,0.058,0.8524,0.0315,0.7944,0.8209,0.1791,4628,6.1158,0.1578,0.5245,0
DTE,2021-02-19,2020-Q4,0.1004,0.0218,0.8778,0.0787,0.856,0.9231,0.0769,4203,6.0495,0.167,-0.66,1
MPWR,2022-05-02,2022-Q1,0.0698,0.0253,0.9049,0.0444,0.8796,0.7727,0.2273,3233,5.6861,0.607,20.74,1
SBAC,2021-08-02,2021-Q2,0.0835,0.0286,0.8879,0.0549,0.8593,0.8,0.2,4451,6.0492,0.1032,1.0894,1
CZR,2021-05-04,2021-Q1,0.0506,0.0354,0.914,0.0152,0.8786,0.75,0.25,3042,5.6177,0.3913,9.7627,1
ROST,2021-03-02,2020-Q4,0.0551,0.0367,0.9082,0.0185,0.8715,0.6364,0.3636,2732,5.9967,0.3537,4.3805,0
AJG,2021-04-29,2021-Q1,0.068,0.0251,0.9068,0.0429,0.8817,0.8065,0.1935,3302,5.8892,0.1637,-0.5157,1
CL,2021-07-30,2021-Q2,0.1393,0.0381,0.8226,0.1012,0.7845,0.7541,0.2459,2876,6.2041,0.11,3.5132,0
HD,2022-02-22,2021-Q4,0.0721,0.0374,0.8905,0.0346,0.8531,0.7763,0.2237,5509,6.0937,0.2629,10.1353,0
BIIB,2022-07-20,2022-Q2,0.0704,0.0569,0.8727,0.0135,0.8158,0.6875,0.3125,3939,6.5473,0.3461,-6.613,0
SPGI,2021-02-09,2020-Q4,0.0932,0.0448,0.862,0.0484,0.8172,0.791,0.209,6046,6.2949,0.3067,-1.7618,1
F,2020-02-04,2019-Q4,0.0806,0.0593,0.8601,0.0214,0.8008,0.8056,0.1944,4675,6.0817,0.1349,,0
AAPL,2021-07-27,2021-Q3,0.0878,0.0251,0.8871,0.0628,0.862,0.8837,0.1163,3647,5.8879,0.2063,-1.62,0
FE,2021-07-23,2021-Q2,0.0539,0.0258,0.9203,0.0281,0.8945,0.8857,0.1143,4137,6.2901,0.1575,3.14,0
IRM,2021-11-04,2021-Q3,0.1117,0.0215,0.8669,0.0902,0.8454,0.9,0.1,2437,6.1572,0.2024,5.0503,1
ADM,2021-07-27,2021-Q2,0.1103,0.0195,0.8702,0.0908,0.8507,0.8909,0.1091,4350,6.0954,0.1571,5.25,1
C,2021-04-15,2021-Q1,0.0786,0.053,0.8684,0.0256,0.8154,0.7273,0.2727,5894,5.8595,0.2043,-5.1297,0
MPC,2021-05-04,2021-Q1,0.0673,0.0356,0.8971,0.0317,0.8615,0.6857,0.3143,4565,5.7558,0.3008,9.6663,1
INTC,2023-01-26,2022-Q4,0.0844,0.0582,0.8573,0.0262,0.7991,0.6882,0.3118,4739,6.0916,0.3149,4.1207,0
DD,2021-11-02,2021-Q3,0.0833,0.0251,0.8916,0.0582,0.8665,0.8372,0.1628,6046,6.1623,0.2246,1.9022,1
JBL,2021-03-16,2021-Q2,0.1103,0.0291,0.8606,0.0811,0.8315,0.8974,0.1026,3280,5.9418,0.4097,,1
DAL,2021-01-14,2020-Q4,0.0775,0.0308,0.8917,0.0468,0.8609,0.7708,0.2292,5618,5.8389,0.3162,,1
PAYX,2022-09-28,2023-Q1,0.0652,0.0303,0.9045,0.0349,0.8742,0.8148,0.1852,6097,5.6657,0.2657,-5.1361,1
SRE,2020-11-05,2020-Q3,0.0765,0.0226,0.901,0.0539,0.8784,0.8393,0.1607,6345,6.0288,0.2226,7.68,0
PCAR,2021-10-26,2021-Q3,0.0633,0.0223,0.9143,0.041,0.892,0.881,0.119,4655,5.8258,0.2251,-4.5104,1
TYL,2021-04-29,2021-Q1,0.0763,0.0651,0.8585,0.0112,0.7934,0.8043,0.1957,4789,5.8722,0.1825,11.0828,0
WM,2022-07-27,2022-Q2,0.0682,0.0285,0.9034,0.0397,0.8749,0.8958,0.1042,4761,5.7832,0.2033,5.44,1
LYV,2020-11-05,2020-Q3,0.0527,0.0425,0.9047,0.0102,0.8622,0.3846,0.6154,2411,5.6197,0.4258,8.8494,1
OMC,2022-07-19,2022-Q2,0.0679,0.0338,0.8983,0.0341,0.8645,0.7027,0.2973,3008,6.0123,0.2747,0.5216,1
CPB,2021-09-01,2021-Q4,0.0718,0.1625,0.7658,-0.0907,0.694,0.5854,0.4146,4604,6.0298,0.1994,-7.3595,1
PFE,2021-02-02,2020-Q4,0.0762,0.0222,0.9015,0.054,0.8793,0.875,0.125,5676,6.2909,0.1649,,0
BAC,2021-10-14,2021-Q3,0.0953,0.0348,0.87,0.0605,0.8352,0.7349,0.2651,5259,5.7946,0.272,-9.1066,1
COR,2020-07-30,2020-Q2,0.0699,0.0231,0.9071,0.0468,0.884,0.8378,0.1622,4099,5.878,0.2284,-3.0954,0
NEE,2022-01-25,2021-Q4,0.1105,0.0328,0.8567,0.0776,0.8239,0.9186,0.0814,5843,6.3269,0.2387,4.0746,0
MSFT,2022-10-25,2023-Q1,0.1138,0.133,0.7532,-0.0192,0.6394,0.6,0.4,4583,6.1674,0.3616,8.465,0
FSLR,2022-07-28,2022-Q2,0.0843,0.0605,0.8551,0.0238,0.7946,0.6933,0.3067,4888,6.2971,0.527,3.6715,1
BA,2021-04-28,2021-Q1,0.0745,0.0362,0.8893,0.0383,0.8531,0.7018,0.2982,4852,6.0097,0.2724,-8.8935,0
DAL,2022-07-13,2022-Q2,0.0849,0.033,0.8821,0.052,0.8491,0.7778,0.2222,5310,5.7719,0.5054,10.2591,1
LMT,2021-04-20,2021-Q1,0.0898,0.0246,0.8857,0.0652,0.8611,0.8684,0.1316,3987,6.1946,0.1477,-6.3143,0
VICI,2022-10-28,2022-Q3,0.0539,0.0242,0.9219,0.0297,0.8977,0.8182,0.1818,4193,5.9177,0.3254,3.26,1
C,2023-01-13,2022-Q4,0.08,0.0325,0.8875,0.0475,0.855,0.7125,0.2875,5889,5.9874,0.2232,7.1446,1
MMM,2021-07-27,2021-Q2,0.1104,0.0331,0.8566,0.0773,0.8235,0.8182,0.1818,4023,6.0872,0.1647,-1.25,0
ABBV,2021-07-30,2021-Q2,0.1019,0.0223,0.8757,0.0796,0.8534,0.8955,0.1045,5491,6.3052,0.1045,3.8945,0
LOW,2022-05-18,2022-Q1,0.1126,0.0246,0.8628,0.088,0.8382,0.7424,0.2576,4365,6.0822,0.3949,3.015,0
KO,2021-02-10,2020-Q4,0.0886,0.0198,0.8916,0.0688,0.8718,0.7843,0.2157,3634,6.2394,0.1856,0.5643,1
NFLX,2021-04-20,2021-Q1,0.0593,0.0245,0.9162,0.0349,0.8917,0.9231,0.0769,2912,5.3444,0.2957,12.6353,0
BWA,2021-05-05,2021-Q1,0.0845,0.0236,0.892,0.0609,0.8684,0.898,0.102,4098,6.1737,0.2921,0.7827,1
ATO,2020-05-08,2020-Q2,0.0529,0.0388,0.9083,0.0141,0.8695,0.6364,0.3636,2205,6.4299,0.6243,,0
AAPL,2023-02-02,2023-Q1,0.0703,0.0424,0.8873,0.0279,0.8449,0.6852,0.3148,3600,5.9856,0.2517,0.803,1
MO,2023-02-01,2022-Q4,0.0659,0.036,0.8982,0.0299,0.8622,0.6923,0.3077,3738,6.1129,0.1613,1.6076,1
IR,2020-11-03,2020-Q3,0.0757,0.0609,0.8634,0.0147,0.8025,0.8831,0.1169,5290,6.1223,0.2424,,1
GE,2022-07-26,2022-Q2,0.0767,0.087,0.8363,-0.0103,0.7596,0.7576,0.2424,4798,6.1503,0.3438,-17.06,1
WAT,2021-02-02,2020-Q4,0.0901,0.0536,0.8562,0.0365,0.8026,0.7703,0.2297,4909,6.122,0.183,1.1393,1
SYY,2019-08-12,2019-Q4,0.1096,0.0314,0.859,0.0782,0.8276,0.7397,0.2603,4773,5.9682,0.1767,,1
TSLA,2022-07-20,2022-Q2,0.0721,0.0353,0.8926,0.0367,0.8573,0.7297,0.2703,3999,5.7694,0.6219,0.7226,1
BWA,2020-10-29,2020-Q3,0.0973,0.0302,0.8724,0.0671,0.8422,0.6667,0.3333,3091,6.1423,0.3429,9.6398,0
BSX,2021-02-03,2020-Q4,0.0694,0.0704,0.8602,-0.001,0.7908,0.6901,0.3099,4569,6.2856,0.2604,,1
PTC,2021-07-28,2021-Q3,0.0687,0.0252,0.9061,0.0436,0.8809,0.85,0.15,4188,5.8555,0.2579,-12.4899,0
UNH,2021-07-15,2021-Q2,0.0693,0.023,0.9077,0.0464,0.8847,0.8621,0.1379,3952,6.0035,0.1474,5.3817,1
A,2020-11-23,2020-Q4,0.0733,0.027,0.8997,0.0462,0.8727,0.8909,0.1091,4213,5.8388,0.2849,0.8102,1
WY,2021-01-29,2020-Q4,0.1411,0.072,0.7868,0.0691,0.7148,0.7126,0.2874,4849,6.2906,0.2109,3.3382,1
SYF,2021-01-29,2020-Q4,0.0748,0.0517,0.8734,0.0231,0.8217,0.7119,0.2881,5265,6.1635,0.4014,,1
CTAS,2021-09-29,2022-Q1,0.0607,0.029,0.9103,0.0318,0.8813,0.775,0.225,3793,5.8985,0.1621,-0.732,1
O,2021-11-02,2021-Q3,0.0744,0.0216,0.904,0.0528,0.8824,0.9655,0.0345,4264,5.9381,0.1992,,0
LVS,2021-04-21,2021-Q1,0.0564,0.0232,0.9204,0.0332,0.8972,0.9474,0.0526,3004,5.7477,0.2918,-7.38,0
AVB,2021-04-29,2021-Q1,0.0664,0.0303,0.9034,0.0361,0.8731,0.7347,0.2653,4968,5.7866,0.128,5.2049,0
NSC,2021-04-28,2021-Q1,0.092,0.0447,0.8633,0.0473,0.8186,0.8295,0.1705,4725,6.054,0.1725,-2.46,1
BDX,2021-02-04,2021-Q1,0.0933,0.027,0.8797,0.0662,0.8527,0.8659,0.1341,5352,6.1562,0.2132,,0
TPR,2021-02-04,2021-Q2,0.095,0.0307,0.8743,0.0643,0.8436,0.8614,0.1386,5232,6.44,0.5104,-0.65,1
NEM,2021-02-18,2020-Q4,0.1104,0.0277,0.8619,0.0827,0.8342,0.9804,0.0196,3818,6.1661,0.2787,,0
MGM,2021-02-10,2020-Q4,0.0693,0.0231,0.9077,0.0462,0.8846,0.84,0.16,4291,5.8532,0.4783,,1
APH,2021-10-27,2021-Q3,0.0645,0.0481,0.8874,0.0164,0.8393,0.6875,0.3125,4346,6.1282,0.2056,2.7425,0
NFLX,2021-10-19,2021-Q3,0.0614,0.0227,0.9158,0.0387,0.8931,1.0,0.0,3239,5.3767,0.2629,-3.1694,1
APTV,2021-02-03,2020-Q4,0.0776,0.0475,0.8749,0.0302,0.8274,0.8667,0.1333,4184,6.2438,0.4479,,1
RSG,2021-02-22,2020-Q4,0.092,0.0304,0.8776,0.0616,0.8472,0.8364,0.1636,5322,5.8399,0.1818,5.3238,1
TRMB,2021-02-10,2020-Q4,0.0836,0.0265,0.8899,0.0571,0.8634,0.8983,0.1017,4229,6.2618,0.3696,13.4017,0
LHX,2021-04-30,2021-Q1,0.0697,0.0222,0.9081,0.0475,0.8859,0.975,0.025,4454,6.0292,0.1387,-0.2279,1
ODFL,2022-07-27,2022-Q2,0.0915,0.0297,0.8787,0.0618,0.849,0.75,0.25,5084,5.6261,0.4036,0.0786,1
VRTX,2021-07-29,2021-Q2,0.1025,0.0201,0.8774,0.0824,0.8573,0.95,0.05,3953,6.2838,0.1818,-0.9771,1
GLW,2021-04-27,2021-Q1,0.0944,0.0268,0.8789,0.0676,0.8521,0.9231,0.0769,3519,6.1594,0.2516,-6.6563,0
CRM,2019-06-04,2020-Q1,0.0601,0.0263,0.9135,0.0338,0.8872,0.8276,0.1724,4461,6.1511,0.3174,,1
PSA,2019-07-31,2019-Q2,0.0612,0.0275,0.9112,0.0337,0.8837,0.8077,0.1923,3003,5.694,0.1623,,1
NCLH,2022-05-10,2022-Q1,0.0892,0.0253,0.8855,0.0639,0.8602,0.8814,0.1186,4032,6.15,0.5454,-9.2338,1
